"Notes","Exclude","StartDate","EndDate","Status","IPAddress","Progress","Durationinseconds","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","WorkerID","AgreeParticipate","CollTeachThoughts","SculptorRating","SculptorExplain","sculptor_effortlackof","sculptor_effortany","sculptor_sdllackof","sculptor_sdlany","sculptor_pglackof","sculptor_pgany","sculptor_enjoylow","sculptor_enjoyhigh","sculptor_feedbacklackof","sculptor_feedbackany","sculptor_carelackof","sculptor_careany","sculptor_infllackof","sculptor_inflany","sculptor_admirelackof","sculptor_admireany","GardenerRating","GardenerExplain","gardener_effortlackof","gardener_effortany","gardener_sdllackof","gardener_sdlany","gardener_pglackof","gardener_pgany","gardener_enjoylow","gardener_enjoyhigh","gardener_feedbacklackof","gardener_feedbackany","gardener_carelackof","gardener_careany","gardener_infllackof","gardener_inflany","gardener_admirelackof","gardener_admireany","CoachRating","CoachExplain","coach_effortlackof","coach_effortany","coach_sdllackof","coach_sdlany","coach_pglackof","coach_pgany","coach_enjoylow","coach_enjoyhigh","coach_feedbacklackof","coach_feedbackany","coach_carelackof","coach_careany","coach_infllackof","coach_inflany","coach_admirelackof","coach_admireany","AppStoreRating","AppStoreExplain","app_effortlackof","app_effortany","app_sdllackof","app_sdlany","app_pglackof","app_pgany","app_enjoylow","app_enjoyhigh","app_feedbacklackof","app_feedbackany","app_carelackof","app_careany","app_infllackof","app_inflany","app_admirelackof","app_admireany","TourGuideRating","TourGuideExplain","tg_effortlackof","tg_effortany","tg_sdllackof","tg_sdlany","tg_pglackof","tg_pgany","tg_enjoylow","tg_enjoyhigh","tg_feedbacklackof","tg_feedbackany","tg_carelackof","tg_careany","tg_infllackof","tg_inflany","tg_admirelackof","tg_admireany","CaptainRating","CaptainExplain","captain_effortlackof","captain_effortany","captain_sdllackof","captain_sdlany","captain_pglackof","captain_pgany","captain_enjoylow","captain_enjoyhigh","captain_feedbacklackof","captain_feedbackany","captain_carelackof","captain_careany","captain_infllackof","captain_inflany","captain_admirelackof","captain_admireany","PersonalMetRank","PersonalMetRank_8_TEXT","PersonalMetExplain","Gender","Gender_5_TEXT","AttentionCheck","RaceEthnicity","RaceEthnicity_7_TEXT","CollegeYesNo","CollegeLongAgo","field","EducationLevel","TeachExp","ExperienceFree","Age_1","Political","LibCons_1","Issues","Comments","mTurkCode","filter_$","recentcollege","sculptmetrat","gardmetrat","coachmetrat","appmetrate","tourmetrate","captmetrate","INC_metaphoricality"
"Faculty members‚Äô attitudes are kindly, too. In one national survey, 61 percent of students said that professors frequently treated them ‚Äúlike a colleague/peer,‚Äù while only 8 percent heard frequent ‚Äúnegative feedback about their academic work.‚Äù More than half leave the graduation ceremony believing that they are ‚Äúwell prepared‚Äù in speaking, writing, critical thinking and decision-making.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"But while they‚Äôre content with teachers, students aren‚Äôt much interested in them as thinkers and mentors. They enroll in courses and complete assignments, but further engagement is minimal.	5	TLANTA ‚Äî IN the coming weeks, two million Americans will earn a bachelor‚Äôs degree and either join the work force or head to graduate school. They will be joyous that day, and they will remember fondly the schools they attended. But as this unique chapter of life closes and they reflect on campus events, one primary part of higher education will fall low on the ladder of meaningful contacts: the professors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"That‚Äôs what students say. Oh, they‚Äôre quite content with their teachers; after all, most students receive sure approval. In 1960, only 15 percent of grades were in the ‚ÄúA‚Äù range, but now the rate is 43 percent, making ‚ÄúA‚Äù the most common grade by far.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Faculty members‚Äô attitudes are kindly, too. In one national survey, 61 percent of students said that professors frequently treated them ‚Äúlike a colleague/peer,‚Äù while only 8 percent heard frequent ‚Äúnegative feedback about their academic work.‚Äù More than half leave the graduation ceremony believing that they are ‚Äúwell prepared‚Äù in speaking, writing, critical thinking and decision-making.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"But while they‚Äôre content with teachers, students aren‚Äôt much interested in them as thinkers and mentors. They enroll in courses and complete assignments, but further engagement is minimal.	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	 In 1960, only 15 percent of grades were in the ‚ÄúA‚Äù range, but now the rate is 43 percent, making ‚ÄúA‚Äù the most common grade by far.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Faculty members‚Äô attitudes are kindly, too. In one national survey, 61 percent of students said that professors frequently treated them ‚Äúlike a colleague/peer,‚Äù while only 8 percent heard frequent ‚Äúnegative feedback about their academic work.‚Äù More than half leave the graduation ceremony believing that they are ‚Äúwell prepared‚Äù in speaking, writing, critical thinking and decision-making.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"But while they‚Äôre content with teachers, students aren‚Äôt much interested in them as thinkers and mentors. They enroll in courses and complete assignments, but further engagement is minimal.	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	5	hey will be joyous that day, and they will remember fondly the schools they attended. But as this unique chapter of life closes and they reflect on campus events, one primary part of higher education will fall low on the ladder of meaningful contacts: the professors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"That‚Äôs what students say. Oh, they‚Äôre quite content with their teachers; after all, most students receive sure approval. In 1960, only 15 percent of grades were in the ‚ÄúA‚Äù range, but now the rate is 43 percent, making ‚ÄúA‚Äù the most common grade b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"But while they‚Äôre content with teachers, students aren‚Äôt much interested in them as thinkers and mentors. They enroll in courses and complete assignments, but further engagement is minimal.	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	TLANTA ‚Äî IN the coming weeks, two million Americans will earn a bachelor‚Äôs degree and either join the work force or head to graduate school. They will be joyous that day, and they will remember fondly the schools they attended. But as this unique chapter of life closes and they reflect on campus events, one primary part of higher education will fall low on the ladder of meaningful contacts: the professors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"That‚Äôs what students say. Oh, they‚Äôre quite content with their teachers; after all, most students receive sure approval. In 1960, only 15 percent of grades were in the ‚ÄúA‚Äù range, but now the rate is 43 percent, making ‚ÄúA‚Äù the most common grade by far.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Faculty members‚Äô attitudes are kindly, too. In one national survey, 61 percent of students said that professors frequently treated them ‚Äúlike a colleague/peer,‚Äù while only 8 percent heard frequent ‚Äúnegative feedback about their academic work.‚Äù More than half leave the graduation ceremony believing that they are ‚Äúwell prepared‚Äù in speaking, writing, critical thinking and decision-making.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"But while they‚Äôre content with teachers, students aren‚Äôt much interested in them as thinkers and mentors. They enroll in courses and complete assignments, but further engagement is minimal.	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	5	TLANTA ‚Äî IN the coming weeks, two million Americans will earn a bachelor‚Äôs degree and either join the work force or head to graduate school. They will be joyous that day, and they will remember fondly the schools they attended. But as this unique chapter of life closes and they reflect on campus events, one primary part of higher education will fall low on the ladder of meaningful contacts: the professors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"That‚Äôs what students say. Oh, they‚Äôre quite content with their teachers; after all, most students receive sure approval. In 1960, only 15 percent of grades were in the ‚ÄúA‚Äù range, but now the rate is 43 percent, making ‚ÄúA‚Äù the most common grade by far.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Faculty members‚Äô attitudes are kindly, too. In one national survey, 61 percent of students said that professors frequently treated them ‚Äúlike a colleague/peer,‚Äù while only 8 percent heard frequent ‚Äúnegative feedback about their academic work.‚Äù More than half leave the graduation ceremony believing that they are ‚Äúwell prepared‚Äù in speaking, writing, critical thinking and decision-making.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"But while they‚Äôre content with teachers, students aren‚Äôt much interested in them as thinkers and mentors. They enroll in courses and complete assignments, but further engagement is minimal.	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	TLANTA ‚Äî IN the coming weeks, two million Americans will earn a bachelor‚Äôs degree and either join the work force or head to graduate school. They will be joyous that day, and they will remember fondly the schools they attended. But as this unique chapter of life closes and they reflect on campus events, one primary part of higher education will fall low on the ladder of meaningful contacts: the professors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"That‚Äôs what students say. Oh, they‚Äôre quite content with their teachers; after all, most students receive sure approval. In 1960, only 15 percent of grades were in the ‚ÄúA‚Äù range, but now the rate is 43 percent, making ‚ÄúA‚Äù the most common grade by far.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Faculty members‚Äô attitudes are kindly, too. In one national survey, 61 percent of students said that professors frequently treated them ‚Äúlike a colleague/peer,‚Äù while only 8 percent heard frequent ‚Äúnegative feedback about their academic work.‚Äù More than half leave the graduation ceremony believing that they are ‚Äúwell prepared‚Äù in speaking, writing, critical thinking and decision-making.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"But while they‚Äôre content with teachers, students aren‚Äôt much interested in them as thinkers and mentors. They enroll in courses and complete assignments, but further engagement is minimal.	1	1	1	1	0	1	0	0	0	0	0	1	0	1	0	0	6	 	Üê Kolb‚Äôs Learning Style InventoryLearning Log 2: Understanding your students as learners ‚Üí",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BY REBEKAH BENNETCH | OCTOBER 2, 2013 ¬∑ 11:12 AM ‚Üì Jump to Comments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A teacher is like a tour guide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For Learning Log #1, we asked GSR 989 students to reflect on the topic of Understanding Yourself as a Teacher, and what influences what you do in the classroom.  A useful tool to reflect on teaching practices is using metaphors and imagery to make an analogy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The following is an excerpt from the learning log of Joel Krentz (used with his permission):	1	 	1	4	 	1	5	ENGINEERING	5	2	 	65	2	57	Üê Kolb‚Äôs Learning Style InventoryLearning Log 2: Understanding your students as learners ‚Üí",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BY REBEKAH BENNETCH | OCTOBER 2, 2013 ¬∑ 11:12 AM ‚Üì Jump to Comments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A teacher is like a tour guide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"For Learning Log #1, we asked GSR 989 students to reflect on the topic of Understanding Yourself as a Teacher, and what influences what you do in the classroom.  A useful tool to reflect on teaching practices is using metaphors and imagery to make an analogy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The following is an excerpt from the learning log of Joel Krentz (used with his permission):	OOD THOUGHTS ARE REMEMBER MY MEMORYS,,,,,	span style=olor:#000000;<span style=ont-weight: 700; font-size: 16px;TM31186698250</span><span style=ont-size: 16px; font-weight: 700;1806</span></span>	0	1	 	 	 	 	 	 	0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"6/20/18 10:42","6/20/18 10:56",0.0,"72.185.188.154",100.0,822.0,1.0,"6/20/18 10:56","R_RPKfVR4gVK512PT",,,,,28.01460266,-82.41699982,"anonymous","EN","A1F8ONXY28ROAA",1.0,"I refer them to as a professor. Someone with advance knowledge of a wide range of subjects and experiences.",4.0,"A professor is there to guide them which is sculpting them with the knowledge they need. Students can be soft and easy to work with if they're given the resources they're interested in learning with.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"The professor helps them grow to become successful. The professor has plenty of resources needed to help students. If students are like the plants than they can live off of the professor to get what they need and to grow.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"A professor is a leader for knowledge. Coaches are usually more demanding and expecting of performance that professors generally are. Some students can be like athletes in terms of them competing for the best grades in the class.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,"I somewhat agree with this because if the college student is a smart phone user they're looking for information. The best resource to get information would be through the app store. The professor will be able to provide them with information they're searching for.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"This would apply more to a geography professor. The professor can show them what the students are interested in, but the students are more involved in the process instead of an experience like a tourist usually gets.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,"The professor is always guiding the class for the better. The professor is very experienced. Students as the sailor listen to the captain so they know exactly what to do on their own.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,"I prefer it because teachers have a specific set of knowledge. They don't know everything when it comes to every subject, they're more specific in terms of what they teach. There would be a specific app for the specific knowledge.",1.0,,3.0,1.0,,1.0,4.0,"Computer Science",5.0,2.0,,25.0,2.0,60.0,"None.","Great study!","<span style=""color:#000000;""><span style=""font-weight: 700; font-size: 16px;"">TM59531493610</span><span style=""font-size: 16px; font-weight: 700;"">1806</span></span>",1.0,1.0,4.0,5.0,4.0,5.0,1.0,3.0,1.0
"Copy/pasted nonsense answers","Yes","6/20/18 19:01","6/20/18 19:15",0.0,"192.241.68.241",92.0,864.0,0.0,"6/22/18 9:12","R_s53XdFx1V4GZ7KF",,,,,,,"anonymous","EN","APQX11WZJ8246",1.0,"ATLANTA ‚Äî IN the coming weeks, two million Americans will earn a bachelor‚Äôs degree and either join the work force or head to graduate school. They will be joyous that day, and they will remember fondly the schools they attended. But as this unique chapter of life closes and they reflect on campus events, one primary part of higher education will fall low on the ladder of meaningful contacts: the professors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"That‚Äôs what students say. Oh, they‚Äôre quite content with their teachers; after all, most students receive sure approval. In 1960, only 15 percent of grades were in the ‚ÄúA‚Äù range, but now the rate is 43 percent, making ‚ÄúA‚Äù the most common grade by far.	4	he above quote is a favorite in academic circles; hardly a year goes by without someone using it to describe the teaching and learning process. Our imaginations gravitate toward metaphor. In the classroom, students love explanations that paint a verbal picture. In my mediation course, for example, I emphasize that options for resolution of a problem should come from the disputants themselves, not the mediator. This ensures better compliance with the terms of the agreement and creates a more durable outcome than if the mediator had suggested a solution. The question I ask my students is: ‚ÄúIf you are moving into a new house, would you rather live in a house that was built and decorated by someone else, or one you designed, built and decorated yourself?‚Äù Heads nod in comprehension, and I have saved myself five minutes of explanation about the importance of preserving the parties‚Äô right to self-determination.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Over the years, metaphors from the world of commerce have gradually crept into discussions of higher education. These metaphors describe both the educational process in general and the professor/student relationship in particular. Students are sometimes referred to as customers or consumers, and the college as a vendor in competition with other marketers of education; SWOT analyses have become an integral component of colleges‚Äô strategic planning. Colleges that provide students with concierge-style customer service and luxurious facilities (college as a metaphorical day-spa?) are seen as achieving a competitive edge.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	he above quote is a favorite in academic circles; hardly a year goes by without someone using it to describe the teaching and learning process. Our imaginations gravitate toward metaphor. In the classroom, students love explanations that paint a verbal picture. In my mediation course, for example, I emphasize that options for resolution of a problem should come from the disputants themselves, not the mediator. This ensures better compliance with the terms of the agreement and creates a more durable outcome than if the mediator had suggested a solution. The question I ask my students is: ‚ÄúIf you are moving into a new house, would you rather live in a house that was built and decorated by someone else, or one you designed, built and decorated yourself?‚Äù Heads nod in comprehension, and I have saved myself five minutes of explanation about the importance of preserving the parties‚Äô right to self-determination.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Over the years, metaphors from the world of commerce have gradually crept into discussions of higher education. These metaphors describe both the educational process in general and the professor/student relationship in particular. Students are sometimes referred to as customers or consumers, and the college as a vendor in competition with other marketers of education; SWOT analyses have become an integral component of colleges‚Äô strategic planning. Colleges that provide students with concierge-style customer service and luxurious facilities (college as a metaphorical day-spa?) are seen as achieving a competitive edge.	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	5	he above quote is a favorite in academic circles; hardly a year goes by without someone using it to describe the teaching and learning process. Our imaginations gravitate toward metaphor. In the classroom, students love explanations that paint a verbal picture. In my mediation course, for example, I emphasize that options for resolution of a problem should come from the disputants themselves, not the mediator. This ensures better compliance with the terms of the agreement and creates a more durable outcome than if the mediator had suggested a solution. The question I ask my students is: ‚ÄúIf you are moving into a new house, would you rather live in a house that was built and decorated by someone else, or one you designed, built and decorated yourself?‚Äù Heads nod in comprehension, and I have saved myself five minutes of explanation about the importance of preserving the parties‚Äô right to self-determination.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Over the years, metaphors from the world of commerce have gradually crept into discussions of higher education. These metaphors describe both the educational process in general and the professor/student relationship in particular. Students are sometimes referred to as customers or consumers, and the college as a vendor in competition with other marketers of education; SWOT analyses have become an integral component of colleges‚Äô strategic planning. Colleges that provide students with concierge-style customer service and luxurious facilities (college as a metaphorical day-spa?) are seen as achieving a competitive edge.	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	he above quote is a favorite in academic circles; hardly a year goes by without someone using it to describe the teaching and learning process. Our imaginations gravitate toward metaphor. In the classroom, students love explanations that paint a verbal picture. In my mediation course, for example, I emphasize that options for resolution of a problem should come from the disputants themselves, not the mediator. This ensures better compliance with the terms of the agreement and creates a more durable outcome than if the mediator had suggested a solution. The question I ask my students is: ‚ÄúIf you are moving into a new house, would you rather live in a house that was built and decorated by someone else, or one you designed, built and decorated yourself?‚Äù Heads nod in comprehension, and I have saved myself five minutes of explanation about the importance of preserving the parties‚Äô right to self-determination.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Over the years, metaphors from the world of commerce have gradually crept into discussions of higher education. These metaphors describe both the educational process in general and the professor/student relationship in particular. Students are sometimes referred to as customers or consumers, and the college as a vendor in competition with other marketers of education; SWOT analyses have become an integral component of colleges‚Äô strategic planning. Colleges that provide students with concierge-style customer service and luxurious facilities (college as a metaphorical day-spa?) are seen as achieving a competitive edge.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	he above quote is a favorite in academic circles; hardly a year goes by without someone using it to describe the teaching and learning process. Our imaginations gravitate toward metaphor. In the classroom, students love explanations that paint a verbal picture. In my mediation course, for example, I emphasize that options for resolution of a problem should come from the disputants themselves, not the mediator. This ensures better compliance with the terms of the agreement and creates a more durable outcome than if the mediator had suggested a solution. The question I ask my students is: ‚ÄúIf you are moving into a new house, would you rather live in a house that was built and decorated by someone else, or one you designed, built and decorated yourself?‚Äù Heads nod in comprehension, and I have saved myself five minutes of explanation about the importance of preserving the parties‚Äô right to self-determination.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
