StudyID,Study,Condition,Durationinseconds,worker,Q93,teacher_thoughts,metaphor_think,transfer,holdattention,communicate,present,challenge,motivate,participate,question,conversation,stimulate,answer,knowadvance,expectations,rules,knowledgeable,respect,prepared,confident,posenviron,care,feedback,gettoknow,needs,understanding,available,listen,personable,community,knowotherstudents,support,teamwork,discussion,debate,creative,goal,effort,influence,adapt,experts,authority,intelligent,abstract,knowtalkabout,ATTCHK4,metaphorother,teacresponsibility,studresponsibility,tvs,influence_learn,influence_develop,favorite_metaphor,favorite_metaphor_8_TEXT,Metaphor_justify,gender,attentioncheck,race,race_7_TEXT,college,Collegelongago,education,teachexp,experience_free,age_1,political,political_4_TEXT,lib_cons_1,Q92,Q93_A,f2_nurterer,f3_authority,f1_communitybuilder,f4_engagingcommunicator,f5_stimulator
233,2,tourguide,865,A16PNZQ70MBZJZ,1,college teachers are usually called professors and they usually have phd's and are smart. The ones I've had were all very good with people as well,"Well some professors help guide students through obstacles in whatever they are teaching, and guide them through the learning processes, so in a way they act as a subject tour guide.",5,3,7,7,6,6,6,3,6,5,7,6,5,7,7,6,6,5,6,5,6,4,6,5,6,7,4,5,5,4,5,6,4,5,4,5,5,4,7,5,6,6,7,4,Not that I can think of,91,25,1,85,88,3,NA,Because the teachers are involved in the students' learning process but at the same time the students are their own learners as athletes are in control of their own skills,1,2,"1,6",NA,2,NA,3,2,NA,22,3,NA,27,no,no,-0.181417013,0.235267655,-0.012313095,0.005080521,0.069846946
234,2,tourguide,965,A35AMS7DP33RQZ,1,"Immediately I think about a young adult full of enthusiasm to teach. I picture some of my own more memorable college professors and some of my favorite moments from their classes. Though I did have a few bad professors, my experiences were mostly positive and I'm thankful for that!","Yes, I can confirm that this metaphor seems pretty accurate. A professor can teach you a lot about a subject and can give you their own interpretation much like a tour guide might do!",7,7,7,7,4,6,2,1,5,6,6,4,1,4,7,4,7,4,5,2,4,3,1,3,5,2,2,2,1,1,2,4,1,3,2,4,2,2,7,7,7,3,7,4,NA,100,100,1,100,11,2,NA,I think that a teacher can do the best they can for students (water them and fertilize them) but there are a lot of other events that can effect students (like storms and such) that can also come into play how well they do. All the responsibility doesn't fall on the professor but they are there to help get them started (rooted.),2,3,1,NA,1,2,5,2,NA,25,2,NA,70,None,No.,-2.047978413,-0.734158732,-2.045752509,0.064746555,-1.139586262
235,2,tourguide,1468,A80X2FTFDSR19,1,"I usually think about a tenured professor. Someone who may or may not be learned, but has worked to achieve a certain academic status in teaching higher education.",You are visiting certain places for the first time. You want someone who has been in or lived in the territory to show you everything you need to see while you are visiting there.,6,5,5,7,4,5,7,4,7,7,6,7,3,6,7,5,7,5,4,5,5,5,5,4,6,6,4,4,4,3,3,7,7,6,5,6,5,3,6,7,6,6,5,4,"Teachers guide or recommend experiences to their students, based on what they (the teachers) have been through.",60,40,1,95,60,2,NA,"Plants need certain things to grow and produce photosynthesis: They need sunlight, water, soil, and nourishment. Teachers provide the sunlight, water, and nourishment to the students. The plants (students) absorb these things and grow to become sufficient and sustainable.",2,3,"1,2",NA,1,5,5,2,NA,29,1,NA,0,n/a,Not all college teachers are good.,-0.364328339,-0.026664779,-0.842651216,-0.014071036,1.177027084
236,2,gardener,1276,ATWAJESPOXKOF,1,someone who bis willing to help young people to gain knowledge and guide the through the college lifetime.,a teacher is like  gardener meaning that he or she caregiver student in this case a plant that need to be nurtured and taken care of,7,7,6,7,6,7,7,7,7,7,7,7,7,7,7,6,7,6,7,6,7,6,7,6,7,7,7,7,6,6,7,6,6,7,7,6,6,7,7,7,6,6,6,4,teacher need go be parents when duties calls . some students need  a parent figure to look up to.,79,70,2,91,97,1,NA,sculptor molds clay to something  beautiful  thus is the  teacher  who  student to  a better person through the guide of the the  education he/ she provides,2,2,2,NA,1,3,5,2,NA,30,1,NA,8,n/a,n/a,1.161777643,0.986361914,0.971724177,0.940160578,1.04151501
237,2,gardener,701,A3C0IX94S3891W,1,"When I think of a college teacher I think of a professor, a educator someone whose informative. A person that shows you guidance also a little bit of tough love. A glimpse of what you'll get in the actual work force.",A college teacher could be the gardener because it gives you the tools you need to survive and flourish. It takes care of the plants everyday to help it grow.,6,6,5,6,6,7,6,5,4,6,6,7,6,6,6,5,6,6,6,5,6,5,5,5,7,6,6,6,6,6,6,7,3,6,6,6,6,6,6,5,6,6,5,4,NA,85,91,1,66,50,1,NA,This metaphor is deep because it explains how the teacher molds the student into who they are meant to be.,2,3,2,NA,3,3,3,2,NA,26,1,NA,6,no,no,0.278673808,0.106115704,0.853930669,0.542928984,0.411553345
238,2,gardener,564,A3BGCHI2LSGHMQ,1,"Before I started teaching college, I pictured an older man with crazy hair who was obsessed with studying his subject. He would be extremely smart and socially awkward.",A college teacher gives the students information and materials to teach them a subject and allow them to intellectually grow. Much like a gardener gives plants nutrients to grow and thrive.,6,3,5,7,7,6,6,5,6,5,6,6,4,7,7,4,6,4,3,4,6,5,5,6,6,5,4,3,4,3,5,6,4,5,5,5,4,7,7,4,6,5,4,4,Not that I can think of,91,29,1,100,79,3,NA,"A coach can teach you the fundamentals, but it is up to the athletes to perform. The coach can't force an athlete to do actions, much like a teacher can't force a student to learn and use that knowledge. It's the student's decision to use what they've been taught.",2,1,1,NA,1,3,5,1,I currently teach biology laboratory at a major research university.,26,2,NA,50,NA,NA,0.024613226,-0.332611473,-0.473831868,-0.745730499,0.442177081
239,2,gardener,650,A1U3OIZTWRI8JD,1,A person interested in dispersing his or her ideas to future generations. He or she wants to give knowledge.,A college teacher gives their students the tools to succeed in their respective futures. A student takes the knowledge they gain and grows into a new person.,7,6,6,7,6,6,6,6,6,6,7,7,5,7,6,7,5,6,6,6,6,5,7,6,5,6,6,6,6,5,7,6,6,6,6,6,7,7,6,7,6,6,6,4,Teachers should encourage debate,89,87,1,100,71,4,NA,"I think teachers have some degree over how their students turn out, but every student must interpret lessons in their own way. Like a tourist, students are given information about many different things, they must decide whether they will return the info or leave it behind.",2,2,1,NA,1,5,5,2,NA,29,3,NA,66,NA,NA,0.813098103,0.95592447,0.712849845,0.598683061,0.853886163
240,2,gardener,295,A2UU4THI93NYGH,1,"A college teacher is someone that normally has a secondary education, experienced in their field, research done in their field.","A college teacher is like a gardener because they are ""planting"" the students and nourishing them to help them grow by teaching them",5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,6,5,5,4,4,5,5,5,5,6,5,5,5,5,4,NA,60,91,2,68,74,4,NA,"A tour guide helps with the tourists by explaining main attractions and guiding them around, but ultimately it is up to the tourist to decide where and what they want to do.",1,2,4,NA,2,NA,3,2,NA,24,1,NA,18,NA,NA,0.110788664,-0.497988249,0.487917992,-0.334844698,-0.017258657
241,2,gardener,302,A3ANB70V6WYOZY,1,An open-minded person interested in educating young adults. Usually they are more eccentric and teach in ways that are less strict and bound by certain expectations.,"A college teacher sets a good foundation for students to grow in their curiosity, knowledge, and passions.",7,4,6,6,7,7,7,3,7,7,5,4,6,4,7,3,7,6,6,6,6,5,4,5,4,6,6,7,3,6,5,7,7,6,5,7,6,6,6,4,6,6,6,4,NA,85,18,1,94,100,3,NA,Because it shows that students already have the capabilities and teachers just help them channel it to be not successful. It also shows that both parties contribute equally to success.,2,3,1,NA,1,5,5,1,I was a student teacher in college until I changed my major from education.,27,1,NA,10,NA,NA,0.347240501,-0.697921419,0.23977817,0.447802188,0.996813002
242,2,gardener,902,A3PEDSLDKU79RH,1,Someone that is helping you grow and helping you find a path reach your adult career goals. But also someone who is teaching you responsibility and independence.,"A gardener cares for her plants, as a teacher cares for her students. Just as a gardener helps her plants grow and thrive and head in the right direction, a teacher wants her students to do the same!",4,4,4,4,5,6,2,3,4,6,3,5,4,3,6,4,4,6,6,7,6,6,6,5,6,7,6,2,3,4,3,2,2,6,6,7,7,2,4,5,5,3,4,4,NA,100,63,1,97,99,4,NA,"I think that this moreso fits my ideal metaphor of the teacher/student relationship. Teachers are a guide. They are there to help us learn and grow, but it also up to students to soak up all of that information and use it in meaningful ways. I think these is equal responsibility between the teacher and student in this metaphor which I like.",2,3,1,NA,1,4,3,1,"Daycare worker, Preschool Teacher",29,1,NA,0,NA,NA,0.213733284,-0.581529797,-0.979534412,-0.059650702,-1.317427607
243,2,gardener,785,A2SI93H28TVPLS,1,a college teacher gives us knowledge and guide us in life. they are older and are experts at a particular field,a gardener water plants and make the plants grow. a teacher gives students knowledge and allow the students to grow by increasing their knowledge,7,5,6,7,6,7,6,7,6,6,7,7,7,7,7,6,7,7,6,6,7,5,4,5,6,6,5,5,4,4,5,6,7,5,6,7,5,4,7,6,5,4,7,4,teacher provide emotional support for students,90,100,2,94,75,2,NA,"I like this metaphor the most because students are like plants. Plants and students require care provided by a caregiver in order to become stronger, mature, and bigger. Teachers provide knowledge to students, like gardener provide water to plants. Teachers and the gardeners are responsible for their subjects' success in growing.",1,2,4,NA,1,5,5,2,NA,28,1,NA,9,NA,NA,-0.277147682,1.016091675,-0.157535193,0.489139162,1.112143359
244,2,gardener,394,A3IEGJT83U746S,1,Researcher first educator second. Teaching doesn't pay grants so at any respectable university the average lecturer won't give a fuck and will only do the bare minimum and the university doesn't care as long as they get the grant money.,A not complete garbage lecturer provides the nourishment (gardener) but it is up to the plants (students) to uptake the nourishment and succeed in the class.,7,7,7,1,7,7,7,7,7,7,7,7,7,1,1,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,7,7,4,no,10,90,2,10,0,3,NA,More aligned with how college education actually is. The coach comes up with the gameplan but it's up to the athlete to decide to execute it and prepare themselves before the game so they can execute the gameplan optimally. This is similar to an actual college teaching environment where the lecturer gives the information necessary for the student to succeed but does nothing else and the onus is on the student if they want to succeed.,2,3,1,NA,1,1,5,1,online teaching ESL on PalFish platform,24,2,NA,0,no,no,1.793927325,-2.113170568,1.507635101,0.039000009,1.660362335
245,2,gardener,526,A3T35Q0RXTPVIR,1,Some one who is paid to teach us the skills and knowledge needed in order for us to earn a degree and work in field that students choose to study and work in.,"A teacher ""plants seeds"" in the form of knowledge that are meant to help their students to grow sort of like planting actual seeds makes a plant grow.",6,3,4,5,7,5,6,5,5,6,6,5,5,6,5,3,6,5,5,5,5,4,4,4,6,5,5,6,4,4,7,5,4,4,5,6,7,4,3,5,6,4,5,4,NA,90,10,1,90,10,3,NA,"Once you get to a college, a student should carry at least as much responsibility for their own learning as the teacher does. A teacher can only do so much. They can put the information out there, but a student has to be willing to take that information and do something with it. There's only so much a teacher can do for their students.",2,3,1,NA,3,5,3,2,NA,26,1,NA,1,NA,NA,-0.391496134,-0.340889446,0.238138137,-0.470521609,0.228062617
246,2,gardener,425,AIHCJC6RVHFA3,1,"When I think of college teachers, I think of intelligent and underpaid people. I have a lot of respect for them.",A teacher aids in the growth of knowledge of their students in the same way a gardener tends to the growth of their plants.,5,4,6,4,2,6,6,3,6,4,4,3,5,4,4,6,6,5,6,6,6,6,6,5,5,4,4,4,4,5,5,5,4,2,5,6,5,6,5,4,4,6,5,4,NA,85,10,1,65,89,3,NA,I prefer this metaphor because athletes must put effort in to get a reward in the same way a student must put effort in.,2,2,1,NA,2,NA,3,2,NA,21,2,NA,50,NA,NA,0.479224251,-0.155152623,0.092339037,-0.288443577,-0.411501831
247,2,gardener,416,A183SR34OPZN9S,1,"A college teacher might be liberal, educated, and passionate about their subject (otherwise they would've have wanted to become a higher education teacher).","A teacher can help students grow and develop themselves for professional success, much like a gardener maintains a garden and helps plants grow.",7,1,4,4,7,4,1,4,7,4,4,7,7,1,4,1,1,4,4,4,7,4,7,4,7,4,4,4,1,4,4,4,1,4,7,7,7,4,4,4,4,4,4,4,"Oh man, can't think of any. So many attributes were listed above!",100,100,1,100,100,4,NA,"""I went to a university and got a BA. Didn't learn much and it didn't help me with my career. I actually learned more from my work experience and now I'm an art director/graphic designer.

That being said, for me, college was like a """"tour"""" or a stepping stone in my life and teachers tried to guide me, although I felt the quality of the education was poor in hindsight.""",1,3,1,NA,1,4,5,2,NA,24,2,NA,50,NA,Have a nice day!,0.144807746,-1.590402076,-0.850589832,-1.1484733,-1.137160598
248,2,gardener,546,A3JVLCY4IUJ9VX,1,Someone who has a ton of knowledge in their field. Someone who enjoys discussing and demonstrating that knowledge.,"A teacher can take on various types of students who learn in different ways, just as different plants can grow in different ways. They can adapt and help a student to learn and blossom with knowledge.",6,4,5,7,5,5,5,3,5,6,5,6,5,6,7,5,6,5,4,5,5,4,6,5,5,5,4,5,5,5,5,5,4,4,7,6,5,7,6,5,5,4,6,4,Dynamic thinkers,73,55,1,81,88,4,NA,There are various types of subjects to teach. Just like there are a ton of different cities or countries to tour. Not all places will be the same and some can be explored on their own. A lot of people in new places will look for a tour guide to help them learn more about a place. Just as a student would look for a teacher to learn more about a subject.,1,3,6,NA,1,4,5,1,I taught a Taekwondo class at a recreation center while I was in college. I had an average class of 10 people and would have tests every few months.,30,1,NA,18,None,None at this time,0.40695577,-0.036874,0.130151771,-0.3289989,-0.037911093
249,2,gardener,330,AM7Y47LTJKDAN,1,A college teacher knows their subject well and should be an expert. They know what they are talking about and how to relay that knowledge to others.,A teacher helps the students grow by teaching and learning. A teacher is there to support the students.,5,6,5,6,5,6,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,4,5,5,6,5,6,5,6,7,6,6,6,6,7,5,NA,6,4,NA,84,51,1,95,94,3,NA,"A coach is there to help people get better, but can not perform the tasks for them. A teach does the same thing. They give the students the tools they need to learn and do well, but it's up to the student to carry the tasks out.",2,2,1,NA,2,NA,4,2,NA,29,2,NA,49,NA,I clicked the arrow button as i read the attention check asking question,0.368291836,0.709889319,0.486964088,0.072321447,0.304907874
250,2,gardener,1197,A385F5ZBEV6GWD,1,A person who dresses professionally that engages or lectures in front of a certain number of students and tends to have a more advanced understanding of their work.,"A teacher is helping cultivate ideas, skills or creativity in a student over a period of time until they reach some form of maturity.",7,2,4,1,3,6,3,3,2,3,2,6,6,5,7,7,7,3,7,7,7,7,4,6,7,4,3,5,5,7,7,1,3,5,4,7,6,7,5,6,5,4,6,4,teachers are thourough,60,90,2,40,80,4,NA,I'm not really a gardener so being able to understand why a tourist is doing something is a little easier to appreciate. Especially school for a lot of people isn't really permanent. They have like 3 years and then it's over. it can also be less intimidating if the situation isn't thought of as permanent when in school because it won't be as hard imagining that they can leave.,2,2,2,NA,2,NA,3,2,NA,27,3,NA,100,nope,NA,0.514120494,0.668531606,1.173647799,-1.673874951,-1.667866423
251,2,gardener,823,A23N9LMHARLW5T,1,I think of a Professor as a person who is very informed on the subject they are teaching. Somebody who has studied their area very in depth.,A teacher is like a gardener because he plants a seed and takes care of it untill it grows into a stronger plant.,6,4,4,4,2,4,4,3,2,3,3,6,3,4,6,2,4,3,6,7,5,6,6,4,4,3,2,5,3,3,5,3,4,5,5,5,5,4,7,4,3,4,5,4,NA,100,20,1,91,71,3,NA,I prefer this metaphor because teachers can give you the tools to succeed but can't do it for you. The coach can give the athletes plays and skills but can't step foot on the field during game time.,1,2,1,NA,2,NA,3,2,NA,23,1,NA,39,no,no,0.319058651,-1.237568002,-0.361991623,-1.406796605,-0.931879821
252,2,gardener,2348,A2ZWLATQ4ZLKCW,1,"When I think about a college teacher, I think of someone who is proud and/or knowledgable about their field of study and interest. I believe they have such a passion for their subject that they want to see others succeed.","A teacher is like a gardener, and students are like plants, because the teacher provides the warmth, nourishment, and necessary tools to help the plants (students) become more confident, educated, and well-prepared for life. They contribute to their growth and assist them along the way.",7,6,7,7,7,6,7,6,7,6,7,6,6,6,7,5,7,7,7,7,7,6,6,7,5,6,7,6,6,7,6,NA,6,7,7,7,6,6,5,5,7,6,7,4,No this was very thorough,80,90,1,69,65,4,NA,"I prefer this metaphor because I believe teachers are showing students (tourists) the way. No matter the subject, teachers are showing students how to find the resources, where to go, procedures, etc. This metaphor fits my experience, because I had teachers who were very willing to help me each step of the way, even when I got lost, and I think they are the true tour guides.",2,2,1,NA,1,3,4,1,I am a piano teacher and served as a teacher's aid for Kindergarten and First grader's.,27,1,NA,54,None.,No thank you,NA,NA,NA,NA,NA
253,2,gardener,952,A37RHUAH74N5ZJ,1,A teacher who teaches and works at a college. Someone who is smart. Someone who has been through college and understands what college kids are going through.,"A teacher is someone who ""plants"" ideas into students' heads. This can be good ideas or bad ideas. If provided enough care and diligence, the students grow and maybe even mature into willing and capable plants that will, one day, produce other seedlings. Conversely, a gardener who disregards his plants will end up with disheveled plants. It's like what the quote says, ""you reap what you sow."" And your class is only willing if you're willing.",2,7,3,1,6,6,6,5,7,7,5,6,2,2,1,1,5,5,7,7,7,7,7,4,7,7,6,6,6,6,4,7,1,5,7,7,7,7,4,2,4,6,1,4,"Each student is different. And while it's not possible to attend to every student's needs, each teacher needs to understand each student learns differently.",50,50,2,90,20,2,NA,"All the other ones are innapropriate. For example, the tourist one feels like I'm taking a vacation. In college, you're here to learn, not have fun (inside class; outside class, go have a social life). But with the gardening metaphor, it's great. It shows that plants take time to grow. And your results don't show in the beginning. But you continue to be patient and keep trying, you end up with one of the most beautiful natures of the world.",1,3,4,NA,1,5,5,3,"""Whenever my friends needed help, I """"taught"""" them. For example, we'd have orchestra and there were some parts that people were struggling. Even if I didn't fully understand, we went through it together. And that speaks volumes more than anything else. You don't have to have all the answers. You just have to try. It's amazing what you will achieve simply by giving an ounce of effort.

Another time was when I volunteered at an elementary school for the reading program. It was like ESL (english as a second language). I",25,4,none,50,no,"Interesting survey. I feel everyone has the power to reach or even exceed their potential. And a teacher makes a world of difference. You might hate the subject, but if there is a teacher who can inspire you, you end up loving the subject. Unfortunately, the same can be said on the opposite end. If you love the subject, have a true passion, but a teacher that makes you detests it, you'll end up hating it.",1.568597727,-2.264494449,0.563298055,0.228148198,0.078147963
254,2,gardener,315,A2P8VR6J0Q7GXS,1,"I think of a college teacher being touch and cold, someone who is a bit harder on you than the average teacher","A teacher is someone who is encouraging the growth of knowledge in her students, thereby encouraging their growth as well.",6,5,7,7,5,6,5,6,5,7,7,6,5,3,7,4,6,7,6,7,5,7,6,7,5,5,7,6,5,6,5,7,6,6,7,5,5,5,5,7,7,7,7,4,NA,90,75,1,91,82,2,NA,I like that metaphor the best because teachers really are encouraging the growth of their students generally. A good teacher gives you the tools to learn and encourages you to be curious,2,3,1,NA,3,2,3,2,NA,26,1,NA,9,NA,NA,0.940929568,-0.282224418,0.420250431,1.204679939,1.026373034
255,2,gardener,320,A24M9OW53CLT94,1,Educated professional in a field of study.  Someone who has obtained extensive knowledge of certain subjects.,A teacher is the one who waters the plants with knowledge of how things work.  They tend to and care for the well being of the students.,5,3,5,5,6,6,4,4,4,6,6,5,4,4,5,4,5,4,4,5,4,3,4,5,5,5,6,4,4,4,4,5,4,4,5,6,6,6,5,6,6,5,5,4,none,65,35,2,60,50,2,NA,I feel it fits the mold of transferring knowledge better than the others.,1,1,1,NA,1,3,5,2,NA,27,1,NA,2,NA,NA,-0.191497307,-0.618508051,-0.449933251,-0.310371591,0.099687998
256,2,gardener,9855,A20JFJQZSF42HB,1,A resource provided by the higher education industry. An instructor who provides guidance to the next generation of pupils.,A teacher plants seeds of knowledge so that the next generation of pupils may succeed. The students are plants because they are always growing and learning everyday.,6,4,5,6,5,5,5,6,6,5,4,6,6,4,6,5,4,5,5,5,6,5,5,6,5,6,6,6,6,4,4,6,6,6,6,6,5,5,6,5,5,4,5,6,NA,82,56,1,79,73,1,NA,NA,1,3,6,NA,1,3,5,1,NA,22,1,NA,22,NA,NA,0.005747186,-0.173256377,0.158402518,0.056263594,0.807532099
257,2,gardener,687,A1GS5CF02OYOV1,1,When I think of a college teacher I think of someone with much experience and the ability to connect with students,A teacher provides knowledge to students which help them to grow in life. Teachers help ensure has learned enough knowledge in order to get through life and to reach their full potential.,7,6,7,6,6,6,6,6,7,7,6,6,6,7,6,7,7,7,6,7,7,7,7,6,6,6,6,6,6,7,6,7,4,7,6,6,6,6,6,7,7,7,6,4,NA,97,65,1,77,68,2,NA,I prefer this metaphor because it explains the process of school and provides nourishment to the students.,1,3,1,NA,2,NA,3,2,NA,26,3,NA,99,NA,NA,1.209196154,1.024894411,0.973805892,1.161949941,0.62152531
258,2,gardener,430,A2YNZ9MTUKBF9Q,1,"When I think about a college teacher, I think of an educator, someone typically paid well for the job that they are doing, usually someone with a higher degree like a Doctrate",A teacher provides the students with the nutrients they need to flourish and grow to the best of their ability,6,2,3,5,2,5,5,3,1,2,2,2,2,1,4,1,2,1,1,7,4,1,1,2,2,2,3,6,1,2,1,3,1,3,6,1,1,2,1,1,1,1,3,4,n/a,80,72,1,100,65,2,NA,"I like this metaphor because it talks of teachers giving students what they need to succeed, like a plant, but how they use it is up to them.",2,3,1,NA,1,1,5,2,NA,23,1,NA,0,n/a,n/a,-1.463299176,-2.669467739,-1.202594421,-1.933627166,-1.655410716
259,2,gardener,545,A36X6B6HXD442I,1,college teachers are highly educated teachers. that are more serious and have college degrees. These teachers are professional and very friendly.,"a teacher raises its students just like a gardener takes care of its plants. Usually a gardener waters its plants and takes good care of them,.",4,5,4,3,5,5,5,5,4,6,4,6,7,6,4,3,6,5,5,5,4,5,6,5,4,5,6,4,5,3,5,4,4,4,5,6,5,6,4,4,3,4,5,4,NA,45,97,2,66,63,2,NA,because teachers teach students so they are basically watering their knowledge same way a gardener waters their plants.,2,3,1,NA,2,NA,3,1,I used to teach 3 year old kids at a daycare.,19,2,NA,59,NA,NA,0.451015281,-0.256203373,-0.383011877,-0.133795611,0.115695036
260,2,gardener,536,A3IRT5NAX14OIT,1,"College teachers have it tough, as the materials they teach are imperative to the student's future. Some topics may be very focused and the student's future jobs or ability to work may depend on how well they absorb the material, as well as how well the teacher teaches. The teacher should know the material they are teaching, and be able to answer complex teachers that any students may pose.","A teacher will take care of his plants and let his plants grow slowly, but surely. Plants will absorb many things, such as water and sunlight (class material)",7,5,6,6,4,7,4,5,2,6,5,7,7,6,7,4,7,7,5,7,7,7,7,5,6,5,7,7,6,2,6,6,2,6,7,7,7,4,7,5,5,5,6,4,NA,100,50,1,100,100,2,NA,"I feel as if, without the gardener, the plants will not be able to survive. Similarly, without a good teacher, the students will not ""grow"" to the best that they can, and in turn, affect the student's future. If, for example, the gardener does not take care of his plants, or does not care for his plants, then his plants won't absorb enough nutrition and wither away. Similarly, if students have a teacher that does not care for the students, the students won't learn anything, and when they go out to work in the real world, they won't know what to do.",1,3,4,NA,1,3,5,2,NA,26,1,NA,71,no issues,quite an interesting survey. Thank you.,0.860527969,-0.011045142,0.031079045,1.2411557,0.051186707
261,2,gardener,499,A7T06JMP6BTDS,1,I think of a very educated person.  Usually someone who is very interested about what they teach and wanting to show others how to be successful in the field or subject.,Because a teacher provides students with resources in order for them to grow and learn.  The teacher helps them realize and express their inherent potential.,6,3,5,6,6,5,5,6,5,7,6,5,4,2,5,2,3,5,6,6,6,4,6,5,5,2,3,4,3,4,6,5,4,4,5,5,4,5,5,5,5,3,5,4,None,77,60,1,92,65,2,NA,"I prefer this metaphor because I think it is the most accurate.  With the information that the teacher teaches, the students grow and learn from it.  They learn things that they did not know before.  It fits into my experiences because after learning  subject or class I feel much more developed and intelligent on the subject and like I have literally grown in ways.",1,3,1,NA,3,3,3,2,NA,23,1,NA,33,No issues,No comments,0.34848713,-1.232131433,-0.36395998,-0.651561394,0.318167604
262,2,gardener,716,A2V1A2ARQZ6UA5,1,I think of someone who typically does lectures using slides. They probably have a teachers assistant that does their grading and most of the interaction with the students.,"College students come to college because they want to grow and develop into adults, College teachers are a key part of imparting them with knowledge in a way  nurturing it like a gardener would nurture a plant.",7,6,4,6,4,7,5,5,5,7,6,7,5,3,7,6,6,7,6,7,5,7,5,6,7,6,5,6,6,6,4,6,4,6,5,6,6,7,4,2,7,7,7,4,Teachers check in on their students well being outside of the classroom.,92,40,1,96,91,4,NA,"I think a good teacher should show you possible ways of thinking and let you decide which ones you want to explore. For me the best teachers devote time in the class to hearing what we think about the material, which of the theories we agree with and why and allow us to disagree with the theories even when were being tested on them.",2,3,"2,6",NA,2,NA,3,1,I used to be a captain on my high school dance team and I would teach dances and technique to the other members of the team.,20,1,NA,14,no.,not at this time.,0.909124882,-0.387704271,0.595758768,0.387492365,0.363163157
263,2,gardener,633,A3IP361MQUN3AA,1,Someone who is very well studied in the subjects they teach. They are the most highly educated in their field.,"College teachers are here to plant the seeds of curiosity, understanding, and drive in students who will hopefully someday sprout into masters of a field in their own right.",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,4,I can't think of any at the moment.,90,20,1,90,90,2,NA,"The first metaphor deals with a sculptor creating something and molding something that is final and rigid. Tour guides only lead tourists in a temporary and fleeting sort of situation. Coaches are effectively teachers for athletes, so the metaphor involved with those labels just doesn't seem to sit right. The gardener and plants metaphor fits best as it implies that while a plant can grow best under the watchful eye of a gardener, the plant still grows and shapes itself continually. The last metaphor just has a more life-long feel to education, like any good metaphor should have.",1,2,1,NA,2,NA,5,1,My teaching experience has been limited to multiple years as a undergraduate learning and graduate teaching assistant for science related classes.,25,1,NA,15,None!,No comments!,1.357286143,1.233083559,1.201836187,1.208713708,1.378123908
264,2,gardener,405,A1OBB3PWYWK9KK,1,I think about someone educated who chooses to learn more instead of doing something more practical. They are very specialized in their field and know a lot.,"College teachers try to coax their students into growing and learning, but it is a delicate process that involves a lot of ingredients and every student reacts differently.",2,1,2,3,1,5,3,2,4,6,3,6,7,6,7,1,4,2,6,7,5,5,6,5,7,1,4,4,1,1,1,1,1,5,7,7,7,5,7,7,3,1,6,4,Teachers provide students with the tools they need to grow.,86,13,1,95,78,4,NA,"I like this one because it emphasizes how students are the ones with the most agency and trying to gain the most from the experience. Teachers guide them, but students have just as much power and choice over their learning experience.",2,3,1,NA,1,5,5,2,NA,27,1,NA,16,no,no,0.729021072,-0.706434081,-2.104088595,-1.63534334,-1.681514709
265,2,gardener,769,A2SOG08C9TSGHM,1,A college teacher is someone who values learning. College teachers tend to be career learners who value education both in their own lives and the lives of others.,Education is difficult and requires a great deal of attention and care. Students typically know less than the teacher in respect to a given topic. It is the job of a teacher to help cultivate the student's abilities into practical working knowledge.,6,5,4,6,7,6,6,6,6,6,6,6,6,5,6,6,6,5,6,6,6,6,5,6,5,6,6,6,4,6,6,6,6,4,6,5,6,6,4,6,6,6,5,4,NA,82,25,1,82,86,3,NA,Education is very much like playing a team sport. The coach and the players are apart of the same team. They all are responsible for the success or failure of the team. The coach is the guide.,1,3,1,NA,1,2,5,1,NA,25,3,NA,93,No,NA,0.510804151,0.426263407,0.605554776,-0.124489883,0.730469474
266,2,gardener,727,AB5T5XCK2ZD47,1,Usually they are called Professors. Some are good at teaching and some aren't. They probably make a decent living.,"How well the students learn the material can vary with how well the teacher teaches it, similar to how well plants grow can vary with how well the gardener tends to it.",4,4,3,4,4,4,4,4,4,4,4,5,4,2,5,3,4,3,4,4,4,4,4,4,5,4,3,3,4,5,4,4,4,4,5,5,5,4,5,3,4,4,4,4,NA,75,25,1,75,50,4,NA,"A tour guide shows people around a new place and may give them idea of places to go or things to do they would not have known about otherwise, but does not dictate to them what they have to do. Ultimately, it's up to the tourists what they do and where they go when the tour is over. The teacher-student relationship is similar in that teachers will show students things they may not have thought of or known about otherwise, but it is up to the students what to do with that knowledge.",1,2,1,NA,1,1,5,2,NA,27,2,NA,39,NA,NA,-0.650340137,-1.339963039,-0.125110021,-1.530694171,-0.401691916
