Finished,worker,Q93,teacher_thoughts,memorycheck,favorite_metaphor,favorite_metaphor_5_TEXT,Metaphor_justify,gender_1,gender_2,gender_3,gender_4,gender_4_TEXT,race_1,race_2,race_3,race_4,race_5,race_6,race_7,race_7_TEXT,college,College-longago,education,teachexp,experience_free,age_1,political,political_4_TEXT,lib_cons_1,Q92,Q93_1,condition,metaphor_think,teacresp,studresp,tvs,inflearn,infdevelop,metaphor_other,care,needs,gettoknow,stimulate,respect,authority,rules,expectations,communicate,holdattention,personable,community,knowotherstudents,support,teamwork,adapt,discussion,debate,question,confident,attchk4,GotPaid,pa2_nurterer,pa3_authority,pa1_communitybuilder,pa4_engagingcommunicator,pa5_stimulator
1,A32ANXF3AHUBXI,1,"Fuzzy sweater, disorganized office space, and wicked smart. He or she probably has written a few books, and they are a well-established expert in their field.",2,1,NA,"I think the students' brains are like clay, in that they can fairly impressionable. If the college teacher holds certain views, they are sometimes able to mold the students to see that view of theirs.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,5,1,I was a group tutor for my Economics department,24,1,NA,8,nope,nope,gardener,"Plants will grow as fast or as slow, as big or as small, as the gardener's care permits. Similarly, students grow in knowledge and understanding based on the aptitude and skill of their teacher.",89,85,2,94,80,Teachers create learning opportunities.,7,7,5,5,6,6,5,6,6,3,6,6,3,3,5,5,5,5,6,6,4,1,0.703546166,0.409637635,-0.239223479,0.106187554,0.205963284
1,AEF5B69YZZO6B,1,Well educated adult who wants to teach others and also does research when not teaching. Has a good income and enjoys teaching adults rather than children,4,3,NA,"A coach influences athletes in many ways., more than just in the sport they're coaching. It also shows that there is some responsibility for the students to work on the goals themselves as compared to the others which put very little responsibility on the students.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,6,1,I have taught social skills lessons to educationally classified children in grades K-12,25,1,NA,15,No,No,tourguide,A college teacher is showing students all about a certain topic and has all the knowledge while the students are taking in all the knowledge,80,5,1,91,30,No,6,5,5,5,2,2,3,2,6,7,7,5,2,3,3,5,2,2,1,6,4,1,0.239159587,-1.874361349,-0.967899299,1.027366828,-1.602620257
1,A38ZK5YXBRWG9Y,1,A mentor or coach in the college to guide bunch of students in gaining some knowledge about specific things.,4,4,NA,Because I believe that teachers are meant to be students' mentor or coach and their role is to guide students (who is lacking of knowledge) and I think this metaphor represents the meaning very well.,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,5,2,NA,23,1,NA,50,No,Study was very interesting.,tourguide,"A teacher is like a tour guide because they have the knowledge about the area very well and their job is to lead the ""tourists"" to have a better understanding about the places that they probably have never been or lack of knowledge about the area.",100,76,1,91,100,Teacher considered to be student guideline,6,5,7,7,7,7,7,7,7,6,7,7,7,6,7,4,7,3,5,7,4,1,0.28087651,1.387399481,1.316428438,1.360110948,0.023569734
1,A1IBMP9R17ORZB,1,"Tired, cynical, underpaid, and has a sense of humor only a teacher could obtain from years of teaching students.",2,4,NA,"I feel like teachers are there to do their job; teach. I don't think I'd always compare them to a gardener? Anyway, it's mostly students who do the learning since they're the ones in college trying to further their education",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,22,1,NA,39,NA,NA,gardener,"A teacher, similar to a gardener, helps their students, the plants, grow into knowledgeable people. I don't have at least 100 characters to decipher this metaphor",63,100,2,100,51,NA,5,4,5,5,4,5,5,4,5,3,5,5,7,5,6,3,5,5,5,4,4,1,-0.599517381,-0.6100868,0.700183362,-0.525623359,0.346928453
1,A1RVRBKEQL1ZPG,1,"I think of someone who is really busy and doesn't have time for any extra help. I also think of someone that stands in front of the class and speaks, but maybe not teaches.",1,2,NA,"Because the gardener helps, protects, and gives to the plant. But the plant also grows on its own. I like the thought of that better. That students are also helping in their own growing process.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,4,1,I was a student teacher for a semester.,27,1,NA,0,None!,None!,sculptor,"The teacher is sculpting students to be better, smarter, more educated people. Turning them into something better.",100,19,1,100,60,NA,5,1,3,7,6,7,6,6,4,6,1,4,5,3,1,6,1,1,5,7,4,1,-0.86673999,1.125679654,-1.244676479,-0.637397958,-1.536519247
1,ADQXQZG27BTQH,1,I'm thinking that college teacher sounds awkwardly phrased. I have known all of my 'teachers' to be professors. Usually white and middle-aged or older.,2,4,NA,"I think that in our current education system, you are only going to learn/become aware of the things that the school decides/allows to be taught, in the specific LIGHT that it is allowed to be taught.

Example- I didn't know about redlining until my 3rd year at Berkeley. I think this should be taught way sooner, in like middle school/high school. Students are only exposed to what the 'system' allows to be shown.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,2,NA,6,1,"Currently in a PhD program, Graduate student instructor experience.",26,1,NA,0,NA,NA,gardener,I think this may mean that a teacher is the one who cultivates and tends to the student's growth and potential.,85,15,1,95,5,NA,4,3,1,6,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,4,1,-1.138004227,-3.078970982,-2.202417282,-2.929902328,-1.965670455
1,A1FAL2419AAVAO,1,"College teachers are far more laid back than elementary and high school teachers, and far more laid back than elementary and high school teachers would lead you to believe. Of course, it depends on the discipline they teach, but on average they're the most casual form of instructors.",1,2,NA,"This metaphor is better because it is less tyrannical than the sculptor one. The sculptor makes all the decisions about how the clay is to turn out- the gardener is simply there to facilitate the growth and development of a plant, and to provide the necessary environment and resources so the plant can become as big and beautiful as it can possibly be. This gardener metaphor is a far better attitude and connotation for the professor to have about their relationship with the student.",1,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,1,5,1,"I taught religious education at a Sunday school for 3 years, and I volunteered teaching elementary school children at a summer program for summer studies, as well as teaching music to underprivileged kids at the Boston Boys and Girls Club in Alston.",23,2,NA,60,No,No,sculptor,"This implies that students are formless until given to a teacher to mold, but this precludes any notion of the student's individuality or personal experience, and is a subtly toxic notion to perpetuate given that the teacher's role is to guide development, not create it like a god.",100,23,1,100,100,Teachers are all-powerful decision makers in what form a student takes by the end of their instruction.,1,2,2,5,5,6,5,3,1,3,1,1,1,1,1,3,1,1,1,2,4,1,-2.17711466,-0.569128434,-2.364496244,-2.565383184,-1.812605933
1,A1JJXETU7O8T3D,1,The average university professor is probably detached from the college experience. They don't know how it is to be a student during this day and age.,3,3,NA,"I think it gives the idea of leading the best - students must have drive, but the teacher must drive the students as well.",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,5,1,Will be a full time HS teacher next fall,21,3,NA,72,NA,NA,coach,The teacher guides the students and gives them tools while the students must put in the effort to succeed.,42,73,2,61,59,NA,2,3,4,5,5,4,6,5,5,4,5,5,3,4,6,5,5,3,6,4,4,1,-1.15091606,-0.210160098,-0.044483645,-0.483655493,-0.05329864
1,A2FJDUJZ38B9XL,1,I think that it is alot of work because you need to both take care of teenagers as well as present information. They need to be kind but also keep a distance from their students.,3,3,NA,I think it is a good metaphor because it gives responsibility to both parties. The teacher needs to provide the tools necessary but the student is responsible to train and develop their own skills.,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,2,5,1,I have taught for nearly 2 years as an English teacher.,23,1,NA,21,NA,NA,coach,The teacher is training students like in sports. He trains students so that they can perform well in the world.,81,99,2,79,79,NA,6,6,6,6,6,6,6,7,5,7,6,6,6,7,7,6,7,7,7,7,4,1,0.707233808,0.870600316,1.168873293,0.583941624,1.440831097
1,A24L6N9RMSSB8G,1,"I think about emails. Most of the college classes I took were online where I never met the professor or heard their voice at all. In several classes, I didn't even communicate with the teacher aside from turning in assignments.",1,4,NA,"I think I like this metaphor the best because if you are in a strange city, you may still find your way around without a tour guide. You have toher resources besides the tour guide. But without the tour guide, it would be a more chaotic and unorganized trip. It could work out, it could not. Similar to the teacher/student dynamic. Without a good teacher it doesn't mean you will automatically fail, but it may be more difficult.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,4,2,NA,25,2,NA,27,No,No,sculptor,I believe that some can absolutely shape your future and mold you. I had a professor for several classes who did this for me. She showed me many skills that have helped advance my career and she has continued to mentor me after her classes have concluded.,87,66,1,97,94,N/A,5,5,5,5,5,4,4,5,5,5,5,2,4,2,4,5,4,5,6,5,4,1,-0.157258023,-0.431122532,-0.955521289,-0.310802934,0.311607047
1,A39QJ6LV8AG0ZJ,1,A person with a lot of expertise in their field and wants to teach young people that can understand somewhat higher level ideas.,4,3,NA,I think a coach has more influence on teamwork and how their athletes develop just like a teacher does with students. A tour guide rarely has that influnce over tourists.,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,1,3,1,I have taught dance classes many times.,25,1,NA,40,No,No,tourguide,I think the metaphor is refrencing how a teacher guides students through new information like a tour guide guides tourist through new places.,70,20,1,90,75,Not that I can think of,5,6,6,2,2,2,3,3,6,7,6,3,4,3,3,6,2,3,2,6,4,1,0.337327006,-1.782775862,-0.883701026,0.528859921,-1.138414723
1,A11MKLA122Q0AS,1,"Someone who is supposed to push you to question everything, someone who is not there to just relay information to you, but to think about it critically.",4,2,NA,"I like this because the teacher is nurturing the student to grow, be better than themselves and thus go on to do important things, just as a flower does (constantly growing, providing for the earth, etc).",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2,NA,5,1,I was a Supervising Teaching Assistant and taught a class weekly.,23,1,NA,0,NA,NA,tourguide,"Tourists are always questioning things to ask the tour guide, so this makes sense. Tour guide helps provide information for the tourists to do something about it.",82,92,2,86,90,NA,6,6,7,7,7,6,4,4,6,7,7,6,7,6,6,4,6,5,7,7,4,1,0.453911721,0.39994688,0.874340883,1.268116703,0.681896672
1,A36WD11HEE3ZC4,1,College teachers are lecturers. They are less involved with each student because of class sizes and are intelligent.,2,2,NA,The teacher is in the classroom to provide food and water to the student to allow them to grow.,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,5,5,2,NA,26,1,NA,18,no,no,gardener,"Like a gardener, a teacher must provide food and water to plants in order for them to grow. The gardener and the teacher know what each plant needs to best grow.",60,40,2,82,66,none,5,5,5,6,5,5,6,5,4,6,5,4,5,5,6,5,5,5,4,5,4,1,-0.046481237,-0.023033104,0.274943453,-0.213738833,0.326229589
1,A369RF97DE3FAI,1,"When I think of a college teacher, I think of someone who is knowledgeable in their field. I think they're often more laid-back than high school teachers, but they expect more from their students and are usually more involved in their job (meetings after class, etc.)",1,3,NA,"I think this metaphor is the most accurate because it shows that students AND the teacher are responsible for their learning. When dealing with the ""sculptor/clay"" metaphor it makes it seem as if most of the responsibility falls on the teacher, but at the end of the day if the student isn't trying to learn, then they won't - regardless of how good their teacher is. The coach/athlete metaphor is more accurate to my own experience, because my teachers all really tried to ""coach"" me into not only learning info in their class, but also into better study habits and things like that. But it was up to me, as it would be a basketball player, to put in the practice and effort to do well.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,3,2,3,2,NA,24,1,NA,10,No issues.,No comments.,sculptor,"In a way, teachers ""mold"" students' minds in the same way that a sculptor molds a sculpture. Teachers give students the information they want them to have, and also teach them how to use/apply that information.",90,22,1,94,81,Teachers show their students new ways of thinking.,5,6,6,6,4,5,6,6,5,5,6,4,5,4,4,6,4,4,6,5,4,1,0.550816044,-0.05347511,-0.304568698,-0.050484981,0.110220427
1,A1GOT0DXTYCM4E,1,I think they have an easier job than some teachers but they still have harder jobs than people realize.,2,2,NA,I like it because teachers help facilitate learning and growth.,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,I have tough for 4 years and was attending grad school while teaching.,29,2,NA,41,No issues.,NA,gardener,Teachers help students grow as people and help grow their knowledge. This is like gardeners help plants to grow and reach their potential.,88,30,1,65,73,NA,7,6,6,7,4,5,6,6,6,5,6,6,6,6,6,6,6,7,6,6,4,1,0.979175952,0.012855625,0.836903553,0.485569593,1.165470568
1,A348HL60ZO7SNO,1,I think about a professor who has a lot of education and experience in their field and wants to lead discussion in their field.,1,4,NA,I like this metaphor because students are like tourists in that they come to college interested in experiencing and learning what college has to offer just as tourists come to a place wanting to learn more and experience what it has to offer. Teachers guide this interest in the topics they teach and share their expertise on the subject with students just as tour guides share their expertise on the city they work in. I like this metaphor because it implies the interest in learning that students and tourists both must have as a prerequisite for visiting a place or going to college.,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,19,1,NA,0,No,No,sculptor,"I think this means that students' minds are unshaped and ready to be changed with information and new ideas and ways of thinking, their minds are essentially blank slates. Teachers are like sculptors because they have the skills and experience to shape students' minds from a blank slate to something filled with knowledge and ideas.",96,42,1,97,100,The fact that they can change students' world views.,6,6,5,7,3,2,2,2,5,6,6,4,3,5,4,5,6,6,7,6,4,1,0.489258133,-1.710475712,-0.411321613,0.442598984,0.892644424
1,A11EU7SJPVERYC,1,"College teachers, not professors, must have at least a masters degree. Usually you will see them teaching undergraduate classes.",2,3,NA,both the teacher and the student must be willing to put in work for the student to be successful. The success of the student lies more on the efforts of the student than on the teacher.,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,NA,29,3,NA,71,no,no,gardener,"The teacher must tend to their students for them to learn and grow. The more attention the teacher gives the students learning, the more the students will learn and more successful they will be. The less attention the teacher gives to students, the less the students will learn and less likely they will be to succeed.",85,15,1,100,31,NA,NA,7,6,7,7,6,7,7,7,7,7,7,5,7,7,7,7,6,6,7,4,1,NA,NA,NA,NA,NA
1,A1KQ4007RRMVW0,1,a highly educated individual who is an expert on the subject matter they teach. They are more demanding of their students and do not hold one's hand when it comes to getting work done.,3,3,NA,"because in this metaphor both the student and teacher are responsible for the success of reaching their goals. if the students don't try to learn they will fail and the teacher's goal of helping the students become competent in the subject material will fail. This is the same for coaches and athletes. If the coach and athletes both put in minimal effort than their goal of winning a match will most likely fail. If they both put their best effort in then their chance of succeeding increases. Teachers need to be able to adapt to their students to provide them with teaching that helps them learn the best. At the same time students need to pay attention in class. do their homework, and study.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,5,3,I have tutored students before in various different subjects.,25,2,NA,60,none,no,coach,a college teacher is like a coach because they are training their students to understand the learning material and be able to use it to accomplish a goal. A coach trains their athletes to be able to accomplish a goal such as winning a match. students are like athletes because they too are there to learn how to do something that they are not an expert in. they follow the guide of the teacher to learn and become more competent in a subject area.,70,90,2,100,70,no,5,5,5,4,7,7,5,7,7,7,7,6,5,6,7,7,3,2,5,7,4,1,0.276321168,1.141152677,0.754985864,1.111114631,-0.903061366
1,AKZVMP0B5QHDC,1,"I think some college teachers are far better than others. I've had my fair share of terrible teachers who were just out to fail students, and then others who would actually make sure you knew what you were doing.",1,4,NA,"I feel like this one is more fitting to the college experience, Teachers are basically there to show you things, and you are there to intake the information and what you do with it is up to you. You can take a tour with someone and they can point out different things around you, and tell you facts, but being the tourists you can intake that information, and learn. or you can be too focused on other things.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,4,2,NA,26,2,NA,18,"None,",Great survey! Hope to have the chance to work with you in the future!,sculptor,"Teachers are there to teach students, to mold them and show them how to do new things, They are basically sculpting the minds and turn them into something brilliant.",77,24,1,100,8,Teachers mold students,4,3,5,5,6,6,7,5,3,3,4,4,2,4,4,4,5,4,6,5,4,1,-0.916208468,0.498150478,-0.583639102,-1.192582282,0.1006598
1,A067643629IFZKFZXR5U7,1,When I think of college teachers I think of someone with more knowledge than high school teachers. And that they have a higher education level.,2,2,NA,I chose this metaphor because I think that it goes best with teacher and student. Teachers job is to help/garden students to grow/learn.,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,4,2,NA,26,2,NA,50,None,None,gardener,A college teacher can be like a gardener and students like plants because the teachers teach students and make them grow as an individual.,75,100,2,70,60,None,5,4,5,6,5,4,5,5,6,4,5,6,6,6,6,5,6,5,6,5,4,1,-0.170163927,-0.287853239,0.856758156,0.03586435,0.553464563
1,A2LAXHUG0DERUA,1,"Professor, educator and someone who loves to teach. They may be passionate about other things, but must really love teaching.",3,3,NA,"If a coach works hard, and gives their athletes more than what they need, it is then up to the athletes. If the teacher provides the materials, and tells the students to learn it, it's up to the students to figure out how to learn the material. A students'/athletes' development, is upon them.",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,5,1,I was an ESL tutor and I was teaching students how to write and develop their ideas for essays.,23,1,NA,41,NA,NA,coach,This means that the college teacher is the one providing the necessary resources and training to help students to be professional.,41,88,2,68,81,No,5,6,4,7,4,4,7,6,4,2,4,4,4,7,5,4,5,4,5,3,4,1,0.103369629,-0.33588911,0.368799049,-1.302109647,0.140870152
1,A273O2O6HJ98RB,1,"someone who is wise, has gone through a lot of schooling, worked very hard to get where they are in life.",3,3,NA,I like this because it is very accurate. It is more on the students than it is the teacher to absorb and learn.,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,3,1,I taught kindergarten for a short time,19,2,NA,1,no.,Thank you!,coach,The college teaches the students in the same way that a coach teaches athletes to perform well in their sport.,50,50,2,100,80,Nope!,6,7,6,6,7,6,7,6,6,6,7,7,7,6,7,7,6,7,7,7,4,1,1.003062965,0.985016103,1.195213556,0.941024635,1.3812236
1,AKC90OYLRWKVW,1,"I think of an older, experienced and interesting individual who excels in their field. They are typically very busy and intelligent.",1,1,NA,"I think that this really sums up how teachers are in charge of creating the curriculum which is fairly artistic and creative. The minds and behaviors of students are changed by various worldviews, lessons and activities in the classroom. The students are shaped actively by the teacher. I think that I was shaped a lot by my college professors and they shaped me into a more responsible, well rounded person.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,I am a substitute teacher. I am not in charge of the lessons but I run them in the absence of the teacher.,25,2,NA,52,No,No,sculptor,The teacher provides you with information that shapes the way you see the world and behave. The minds of the students are influenced by the teacher which makes them moldable.,100,8,1,100,100,no,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,1,1.398962883,1.313988456,1.423112789,1.416256016,1.420036147
1,AAE6DGZOC9EWQ,1,"I think of a person, probably in their 30s or older, who is humble and very well-educated in the subject that they're teaching. They're capable of answering most questions, but if they don't know something they won't hesitate to admit it.",4,4,NA,"I simply think it's the most fitting for teachers and students. Teachers are indeed like tour guides in the sense that they both teach things and they both have to do it in a short amount of time. Also, students spend only a relatively short amount of time with teachers, just how tourists spend only a little time with tour guides. Teachers and tour guides have to show you many things and they have to do it efficiently and effectively. Students and tourists are only their for a short time, and the tourists and students are always different, but the teachers and tour guides are the ones that remain, staying there to teach the next batch of students or tourists.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,5,3,2,NA,29,1,NA,30,No.,No.,tourguide,"I suppose a teacher could be thought of a tour guide in the sense that the teacher will only be with you temporarily and has to show and teach you many things about a subject in a short amount of time. The students, like tourists, have to take in all the sights (knowledge) in that short amount of time to make it worthwhile.",75,25,1,95,0,Teachers communicate efficiently.,1,2,1,4,5,1,3,1,7,7,7,6,4,1,1,2,4,1,1,7,4,1,-2.379801663,-1.446230026,-1.437842628,1.618106702,-1.482910327
1,A1JPFK0JQLTJTC,1,"The first thing that comes to mind is a whiteboard, a blazer, a loud voice. am office with many books, and an imposing man in his late thirties to early forties.",2,1,NA,This metaphor fits because teachers and the envirionment they provide does sculpt students' minds. This metaphor feels more complex and less binary than the caregiver context implied by the gardener metaphor.,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,5,2,NA,27,1,NA,0,I did not.,"None, Thanks for letting me be part of your research!",gardener,"A teacher tends to the minds if students by nurturing (watering) them, teaching them to think critically (pruning them,), and providing them with the appropriate subject-related context (or soil), much ;ike a gardener does with plants.",89,25,1,93,97,"None, thank you!",7,7,7,2,1,1,5,4,4,1,3,5,2,2,2,6,3,3,3,2,4,1,1.071274173,-2.250734335,-0.972604557,-1.870967852,-1.131964157
1,A191BHA31OR5OB,1,I think of usually someone who is involved in research in some capacity or working towards a higher-level degree such as a doctorate.,4,4,NA,"This is still my favorite metaphor because I think it well describes the role that students have in the education process. When you have a tour group, you're going to have an often diverse group of individuals. Some will be really excited to be there, while some are indifferent. And as I mentioned previously, they will all differ in what they find interesting. The tour guide is there to educate and provide information on different things, and they will have a set script they'll usually follow, but they are also able to answer the questions of the tourists. At the end of the day though, the tour guide will say what he or she wants to say, and it's up to the tourist to decide what they want to do with that. This is very similar to a college education.",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,5,1,"I'm not sure if this counts, but I taught at a daycare for several years during high school and early parts of college. I taught primarily the 2-3 year old age group and led them through various educational activities.",23,2,NA,18,No issues encountered.,No additional comments.,tourguide,"Tourists are just trying to take in everything and see what they can for the most part. They will all have different interests in what they want to see and do, which is similar to students. Students have different interests and want to spend their time focusing on different things, whether that be extracurriculars or classes. Tour guides are typically very knowledgable about their area, and this is similar to teachers who know a lot about their subject.",65,92,2,61,30,n/a,5,4,4,4,4,3,6,4,7,6,6,5,5,4,4,3,5,3,4,5,4,1,-0.737960352,-0.702810163,-0.067567697,0.80341837,-0.49312904
1,A1R2N1TZKFPL1T,1,"The first thought that comes to mind when I think about a college teacher is intimidating, really smart, and old. Realistically I know that all college teachers are certainly friendly and younger, but I have had some encounters with certain professors that clearly left a bad impression.",2,4,NA,"I chose this metaphor because although teachers have knowledge, much like tourists seek out a tour guide, the students are responsible for seeking out that knowledge and absorbing that knowledge. Although the tour guide may take you around to different sights, you have be willing to learn and paying attention in order to really benefit from the tour.",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,5,2,NA,24,3,NA,90,None,No,gardener,A college teacher can be like a gardener in that they plant seeds of knowledge and tend to them to help ideas grow. Students can be like plants in that the more they are cared for (taught) the more they grow.,98,2,1,100,100,No,7,5,6,6,6,6,6,6,6,5,3,2,2,2,2,6,3,3,6,6,4,1,0.492157944,0.659483866,-1.547813421,-0.191968836,-0.683576538
1,A1GKU0Q21BSIDX,1,"A college teacher should double as a mentor, because college students require so much guidance now than before.",1,1,NA,"I prefer this metaphor, again, because of mentorships and teacher's double role as a student's mentor. Teaching and learning is like an art to me, and I feel that my best learnings have been from professors that were actually invested in me and my education.",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,5,2,NA,23,1,NA,0,None.,None.,sculptor,"Teachers are like mentors, shaping the minds of students and inspiring them. They are supposed to be the educators that make sure lessons stick in the students mind.",82,66,1,78,78,"No, all the attributes were listed.",7,6,7,7,7,7,6,7,7,6,7,6,7,7,6,7,7,7,7,6,4,1,1.22228822,1.054996373,1.171788373,1.075988021,1.386023158
1,ALVT5BGWUMXH1,1,College Teachers are concerned with research more than teaching. College teachers know alot about a specific subject.,4,4,NA,"A teacher is a moderator. They show what information needs to be learned for the student. The student is like a tourist and gets to look around. If the student has a question, he can get an answer from the professor or other tourists.  

The teacher provides a rough guide. It is up to the student to be curious and learn the material and ask questions.",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,4,5,1,I taught English online as a side hustle. I taught a community class on creativity.,28,2,NA,50,No.,Interesting Survey.,tourguide,College Teachers present information to students and students absorb it. College Teachers answer questions about topics that college students have just like a tour guide to it's tourists.,50,50,2,40,20,Teachers are confident. They know their material well and believe in what they are teaching.,2,6,4,6,6,6,6,6,6,5,3,6,6,4,4,1,6,6,5,6,4,1,-1.097275438,0.596656054,-0.04990121,0.115425929,0.773547812
1,A15U5CR20FITC6,1,"When I think about a college teacher, I see someone who has worked hard to get where they are any have sacrificed a great deal in order to be in the career position they are in. I think they are well-educated, dedicated and determined.",3,4,NA,"Teachers are there to guide you in a good direction, and with students being tourists, Students are there to explore, learn and seek out what they want in life.",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,3,2,NA,26,2,NA,50,NO,No,coach,"A college teacher is like a coach because they are there to lead and inspire. Students are like athletes because they listen to what the teacher says in order to prosper or ""win""",50,100,2,70,51,No,6,5,6,6,6,6,7,6,5,5,6,6,5,6,6,7,6,6,5,6,4,1,0.620411058,0.662674784,0.737127933,0.196448653,0.774402335
1,A2FWWTWMRRCLR1,1,A professor that is highly qualified to teach students advanced material. A college teacher often have a lot of students to teach and dont have time to get to know them individually. A college teacher generally assesses a students knowledge based on exams and not homework.,3,1,NA,Not enough credit is given to teachers and I believe as a sculptor the teacher is mainly in control of what the resulting product will be. Students are like clay because they are mostly shaped by their teachers who they look up to as role models.,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,5,2,NA,23,1,NA,25,No,No,coach,A teacher is preparing the students for a big meet when they take an exam. A teacher is like a coach because they push them to work hard throughout the year. The students are like athletes because they listen to the teacher and develop discipline.,97,81,1,80,75,No,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,-0.028011784,-0.169210336,0.209343318,-0.134797208,0.274021296
1,A3V5VQBKN6QTCC,1,"I usually picture someone who is a bit older. You can count on them being an ""expert"" in their field.",1,2,NA,"I like this metaphor comparing students to plants. Students are essentially like new plants because they need a lot of care and attention in order to grow ""roots"" just like professors are responsible for providing the lessons (nutrients) for their students (plants) to grow",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,4,5,1,I taught ESL in Madrid Spain for one year and also spent 6 months teaching online to students in China.,28,3,NA,85,"No, it all went smoothly.","No, thanks for the survey.",sculptor,"Students are a blank canvas and the professor's job is to develop/mold that canvas (their students.) I believe that the way a professor can reach their students and successfully teach them the material is highly dependent on their ""artistic"" or teaching abilities",80,100,1,94,80,I can't think of any other attributes at this time.,5,4,7,6,4,7,6,6,6,5,5,4,6,5,5,6,5,6,5,5,4,1,0.200296584,0.238211861,0.246869801,0.066301209,0.63992738
1,A2MDHEJXE9UMJN,1,When I think of a college teacher I think of someone that is organize and intrigued in what they are teaching more so than a high school teacher.,4,3,NA,"From my experience, the reason that this is my view is because teachers are basically given you information that you need and they have experience.",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,5,3,I have had to do slight teaching at my job to train other employees.,26,2,NA,80,no,no,tourguide,Teachers are more so good at presenting information in a way that helps student understand and are also showing and introducing the students to knew territory of information.,100,100,1,100,50,Teachers are examples,7,7,7,7,7,7,7,5,7,5,7,7,5,6,7,5,7,1,5,7,4,1,0.970314993,1.094161495,1.05849352,1.311684935,-0.676129
1,A2VLK57ZQ2YI28,1,someone who went to graduate school in order to teach in a college setting. a professor. they probably worked hard to get to where they are and wanted to teach the future generations,3,4,NA,"i prefer this method because just as on a tour guide, some tourists may decide to do their own thing versus follow the rest of the group. so the teacher does the main tour guide but ultimately it is up to the tourists to make the most out of it.",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,5,1,i taught english as a second language to some doctoral students,26,2,NA,48,no,no,coach,"i don't necessarily agree that a teacher is like a coach and students are like athletes, but I can see why someone could argue that. for one, the teacher may be able to motivate the students just as a coach motivates his athletes",48,82,2,100,27,no,5,2,3,3,3,2,5,3,3,3,3,3,5,3,3,3,3,3,3,4,4,1,-1.381673307,-1.439797571,-0.640933575,-1.532241034,-0.833112061
